ID,Gene Name,Species,KEGG_PATHWAY
ENSMUST00000069799,insulin receptor substrate 1(Irs1),Mus musculus,"mmu04022:cGMP-PKG signaling pathway,mmu04068:FoxO signaling pathway,mmu04140:Autophagy - animal,mmu04150:mTOR signaling pathway,mmu04151:PI3K-Akt signaling pathway,mmu04152:AMPK signaling pathway,mmu04211:Longevity regulating pathway,mmu04213:Longevity regulating pathway - multiple species,mmu04722:Neurotrophin signaling pathway,mmu04910:Insulin signaling pathway,mmu04920:Adipocytokine signaling pathway,mmu04923:Regulation of lipolysis in adipocytes,mmu04930:Type II diabetes mellitus,mmu04931:Insulin resistance,mmu04932:Non-alcoholic fatty liver disease,mmu04935:Growth hormone synthesis, secretion and action,mmu04960:Aldosterone-regulated sodium reabsorption,mmu05010:Alzheimer disease,mmu05206:MicroRNAs in cancer,mmu05415:Diabetic cardiomyopathy,"
ENSMUST00000196511,insulin receptor substrate 3(Irs3),Mus musculus,"mmu04022:cGMP-PKG signaling pathway,mmu04068:FoxO signaling pathway,mmu04140:Autophagy - animal,mmu04152:AMPK signaling pathway,mmu04211:Longevity regulating pathway,mmu04213:Longevity regulating pathway - multiple species,mmu04910:Insulin signaling pathway,mmu04920:Adipocytokine signaling pathway,mmu04923:Regulation of lipolysis in adipocytes,mmu04930:Type II diabetes mellitus,mmu04935:Growth hormone synthesis, secretion and action,mmu05010:Alzheimer disease,"
ENSMUST00000105935,insulin-like growth factor 2(Igf2),Mus musculus,"mmu04010:MAPK signaling pathway,mmu04014:Ras signaling pathway,mmu04151:PI3K-Akt signaling pathway,mmu05200:Pathways in cancer,mmu05205:Proteoglycans in cancer,mmu05225:Hepatocellular carcinoma,"
ENSMUST00000005671,insulin-like growth factor I receptor(Igf1r),Mus musculus,"mmu01521:EGFR tyrosine kinase inhibitor resistance,mmu01522:Endocrine resistance,mmu04010:MAPK signaling pathway,mmu04014:Ras signaling pathway,mmu04015:Rap1 signaling pathway,mmu04066:HIF-1 signaling pathway,mmu04068:FoxO signaling pathway,mmu04114:Oocyte meiosis,mmu04140:Autophagy - animal,mmu04144:Endocytosis,mmu04150:mTOR signaling pathway,mmu04151:PI3K-Akt signaling pathway,mmu04152:AMPK signaling pathway,mmu04211:Longevity regulating pathway,mmu04213:Longevity regulating pathway - multiple species,mmu04510:Focal adhesion,mmu04520:Adherens junction,mmu04550:Signaling pathways regulating pluripotency of stem cells,mmu04730:Long-term depression,mmu04913:Ovarian steroidogenesis,mmu04914:Progesterone-mediated oocyte maturation,mmu05200:Pathways in cancer,mmu05202:Transcriptional misregulation in cancer,mmu05205:Proteoglycans in cancer,mmu05214:Glioma,mmu05215:Prostate cancer,mmu05218:Melanoma,mmu05224:Breast cancer,mmu05225:Hepatocellular carcinoma,"
ENSMUST00000238991,integrin alpha 6(Itga6),Mus musculus,"mmu04151:PI3K-Akt signaling pathway,mmu04510:Focal adhesion,mmu04512:ECM-receptor interaction,mmu04514:Cell adhesion molecules,mmu04640:Hematopoietic cell lineage,mmu04810:Regulation of actin cytoskeleton,mmu05145:Toxoplasmosis,mmu05165:Human papillomavirus infection,mmu05200:Pathways in cancer,mmu05222:Small cell lung cancer,mmu05410:Hypertrophic cardiomyopathy,mmu05412:Arrhythmogenic right ventricular cardiomyopathy,mmu05414:Dilated cardiomyopathy,"
ENSMUST00000124360,integrin alpha 9(Itga9),Mus musculus,"mmu04151:PI3K-Akt signaling pathway,mmu04510:Focal adhesion,mmu04512:ECM-receptor interaction,mmu04514:Cell adhesion molecules,mmu04810:Regulation of actin cytoskeleton,mmu05165:Human papillomavirus infection,mmu05410:Hypertrophic cardiomyopathy,mmu05412:Arrhythmogenic right ventricular cardiomyopathy,mmu05414:Dilated cardiomyopathy,"
ENSMUST00000118405,integrin alpha L(Itgal),Mus musculus,"mmu04015:Rap1 signaling pathway,mmu04514:Cell adhesion molecules,mmu04613:Neutrophil extracellular trap formation,mmu04650:Natural killer cell mediated cytotoxicity,mmu04670:Leukocyte transendothelial migration,mmu04810:Regulation of actin cytoskeleton,mmu05144:Malaria,mmu05150:Staphylococcus aureus infection,mmu05166:Human T-cell leukemia virus 1 infection,mmu05169:Epstein-Barr virus infection,mmu05323:Rheumatoid arthritis,mmu05416:Viral myocarditis,"
ENSMUST00000106460,integrin beta 4(Itgb4),Mus musculus,"mmu04151:PI3K-Akt signaling pathway,mmu04510:Focal adhesion,mmu04512:ECM-receptor interaction,mmu04810:Regulation of actin cytoskeleton,mmu05165:Human papillomavirus infection,mmu05410:Hypertrophic cardiomyopathy,mmu05412:Arrhythmogenic right ventricular cardiomyopathy,mmu05414:Dilated cardiomyopathy,"
"ENSMUST00000112517, ENSMUST00000059888",integrin beta 6(Itgb6),Mus musculus,"mmu04151:PI3K-Akt signaling pathway,mmu04510:Focal adhesion,mmu04512:ECM-receptor interaction,mmu04810:Regulation of actin cytoskeleton,mmu05165:Human papillomavirus infection,mmu05410:Hypertrophic cardiomyopathy,mmu05412:Arrhythmogenic right ventricular cardiomyopathy,mmu05414:Dilated cardiomyopathy,"
ENSMUST00000074408,interferon lambda receptor 1(Ifnlr1),Mus musculus,"mmu04060:Cytokine-cytokine receptor interaction,mmu04630:JAK-STAT signaling pathway,"
ENSMUST00000162001,interferon regulatory factor 8(Irf8),Mus musculus,"mmu05133:Pertussis,"
ENSMUST00000016673,interleukin 10(Il10),Mus musculus,"mmu04060:Cytokine-cytokine receptor interaction,mmu04061:Viral protein interaction with cytokine and cytokine receptor,mmu04068:FoxO signaling pathway,mmu04625:C-type lectin receptor signaling pathway,mmu04630:JAK-STAT signaling pathway,mmu04660:T cell receptor signaling pathway,mmu04672:Intestinal immune network for IgA production,mmu05133:Pertussis,mmu05135:Yersinia infection,mmu05140:Leishmaniasis,mmu05142:Chagas disease,mmu05143:African trypanosomiasis,mmu05144:Malaria,mmu05145:Toxoplasmosis,mmu05146:Amoebiasis,mmu05150:Staphylococcus aureus infection,mmu05152:Tuberculosis,mmu05310:Asthma,mmu05320:Autoimmune thyroid disease,mmu05321:Inflammatory bowel disease,mmu05322:Systemic lupus erythematosus,mmu05330:Allograft rejection,"
ENSMUST00000212657,"interleukin 12 receptor, beta 1(Il12rb1)",Mus musculus,"mmu04060:Cytokine-cytokine receptor interaction,mmu04630:JAK-STAT signaling pathway,mmu04658:Th1 and Th2 cell differentiation,mmu04659:Th17 cell differentiation,mmu05200:Pathways in cancer,mmu05321:Inflammatory bowel disease,"
ENSMUST00000058300,interleukin 17 receptor C(Il17rc),Mus musculus,"mmu04060:Cytokine-cytokine receptor interaction,mmu04657:IL-17 signaling pathway,mmu04936:Alcoholic liver disease,"
ENSMUST00000089494,interleukin 17D(Il17d),Mus musculus,"mmu04060:Cytokine-cytokine receptor interaction,mmu04625:C-type lectin receptor signaling pathway,mmu04630:JAK-STAT signaling pathway,mmu04657:IL-17 signaling pathway,"
ENSMUST00000033015,interleukin 4 induced 1(Il4i1),Mus musculus,"mmu00250:Alanine, aspartate and glutamate metabolism,mmu00270:Cysteine and methionine metabolism,mmu00280:Valine, leucine and isoleucine degradation,mmu00350:Tyrosine metabolism,mmu00360:Phenylalanine metabolism,mmu00380:Tryptophan metabolism,mmu00400:Phenylalanine, tyrosine and tryptophan biosynthesis,mmu01100:Metabolic pathways,"
ENSMUST00000028735,jagged 1(Jag1),Mus musculus,"mmu01522:Endocrine resistance,mmu04330:Notch signaling pathway,mmu04371:Apelin signaling pathway,mmu04658:Th1 and Th2 cell differentiation,mmu04668:TNF signaling pathway,mmu05165:Human papillomavirus infection,mmu05200:Pathways in cancer,mmu05207:Chemical carcinogenesis - receptor activation,mmu05224:Breast cancer,"
ENSMUST00000173704,"jumonji, AT rich interactive domain 2(Jarid2)",Mus musculus,"mmu04550:Signaling pathways regulating pluripotency of stem cells,"
ENSMUST00000095267,jun D proto-oncogene(Jund),Mus musculus,"mmu04010:MAPK signaling pathway,mmu04380:Osteoclast differentiation,mmu04657:IL-17 signaling pathway,mmu04928:Parathyroid hormone synthesis, secretion and action,"
ENSMUST00000023803,keratin 18(Krt18),Mus musculus,"mmu04915:Estrogen signaling pathway,mmu05150:Staphylococcus aureus infection,"
ENSMUST00000103127,keratin 35(Krt35),Mus musculus,"mmu04915:Estrogen signaling pathway,mmu05150:Staphylococcus aureus infection,"
ENSMUST00000226282,kinase suppressor of ras 1(Ksr1),Mus musculus,"mmu04014:Ras signaling pathway,mmu04625:C-type lectin receptor signaling pathway,mmu05152:Tuberculosis,"
ENSMUST00000180430,kinase suppressor of ras 2(Ksr2),Mus musculus,"mmu04014:Ras signaling pathway,"
ENSMUST00000044038,kynurenine aminotransferase 1(Kyat1),Mus musculus,"mmu00270:Cysteine and methionine metabolism,mmu00380:Tryptophan metabolism,mmu00450:Selenocompound metabolism,mmu01100:Metabolic pathways,"
ENSMUST00000036252,lamin A(Lmna),Mus musculus,"mmu04210:Apoptosis,mmu05410:Hypertrophic cardiomyopathy,mmu05412:Arrhythmogenic right ventricular cardiomyopathy,mmu05414:Dilated cardiomyopathy,"
ENSMUST00000028187,laminin gamma 3(Lamc3),Mus musculus,"mmu04151:PI3K-Akt signaling pathway,mmu04510:Focal adhesion,mmu04512:ECM-receptor interaction,mmu05145:Toxoplasmosis,mmu05146:Amoebiasis,mmu05165:Human papillomavirus infection,mmu05200:Pathways in cancer,mmu05222:Small cell lung cancer,"
ENSMUST00000027753,"laminin, gamma 2(Lamc2)",Mus musculus,"mmu04151:PI3K-Akt signaling pathway,mmu04510:Focal adhesion,mmu04512:ECM-receptor interaction,mmu05145:Toxoplasmosis,mmu05146:Amoebiasis,mmu05165:Human papillomavirus infection,mmu05200:Pathways in cancer,mmu05222:Small cell lung cancer,"
ENSMUST00000037361,left right determination factor 1(Lefty1),Mus musculus,"mmu04350:TGF-beta signaling pathway,mmu04550:Signaling pathways regulating pluripotency of stem cells,"
"ENSMUST00000062304, ENSMUST00000171353",leucine rich repeat containing 4(Lrrc4),Mus musculus,"mmu04360:Axon guidance,mmu04514:Cell adhesion molecules,"
ENSMUST00000044828,leucine-rich repeat-containing G protein-coupled receptor 6(Lgr6),Mus musculus,"mmu04310:Wnt signaling pathway,"
ENSMUST00000066283,leukemia inhibitory factor(Lif),Mus musculus,"mmu04060:Cytokine-cytokine receptor interaction,mmu04550:Signaling pathways regulating pluripotency of stem cells,mmu04630:JAK-STAT signaling pathway,mmu04668:TNF signaling pathway,"
"ENSMUST00000222989, ENSMUST00000221230",lipin 1(Lpin1),Mus musculus,"mmu00561:Glycerolipid metabolism,mmu00564:Glycerophospholipid metabolism,mmu01100:Metabolic pathways,mmu04150:mTOR signaling pathway,mmu04936:Alcoholic liver disease,"
ENSMUST00000037828,low density lipoprotein receptor adaptor protein 1(Ldlrap1),Mus musculus,"mmu04144:Endocytosis,mmu04979:Cholesterol metabolism,"
ENSMUST00000098611,lymphoid enhancer binding factor 1(Lef1),Mus musculus,"mmu04310:Wnt signaling pathway,mmu04390:Hippo signaling pathway,mmu04520:Adherens junction,mmu04916:Melanogenesis,mmu04934:Cushing syndrome,mmu04936:Alcoholic liver disease,mmu05132:Salmonella infection,mmu05167:Kaposi sarcoma-associated herpesvirus infection,mmu05200:Pathways in cancer,mmu05210:Colorectal cancer,mmu05213:Endometrial cancer,mmu05215:Prostate cancer,mmu05216:Thyroid cancer,mmu05217:Basal cell carcinoma,mmu05221:Acute myeloid leukemia,mmu05224:Breast cancer,mmu05225:Hepatocellular carcinoma,mmu05226:Gastric cancer,mmu05412:Arrhythmogenic right ventricular cardiomyopathy,"
ENSMUST00000178486,lysine (K)-specific methyltransferase 2D(Kmt2d),Mus musculus,"mmu00310:Lysine degradation,mmu01100:Metabolic pathways,mmu04934:Cushing syndrome,"
ENSMUST00000039164,lysophosphatidic acid receptor 3(Lpar3),Mus musculus,"mmu04015:Rap1 signaling pathway,mmu04072:Phospholipase D signaling pathway,mmu04080:Neuroactive ligand-receptor interaction,mmu04151:PI3K-Akt signaling pathway,mmu05200:Pathways in cancer,"
ENSMUST00000151698,lysosomal-associated protein transmembrane 5(Laptm5),Mus musculus,"mmu04142:Lysosome,"
ENSMUST00000045788,macroH2A.1 histone(Macroh2a1),Mus musculus,"mmu04217:Necroptosis,mmu04613:Neutrophil extracellular trap formation,mmu05034:Alcoholism,mmu05322:Systemic lupus erythematosus,"
ENSMUST00000020283,macroH2A.2 histone(Macroh2a2),Mus musculus,"mmu04217:Necroptosis,mmu04613:Neutrophil extracellular trap formation,mmu05034:Alcoholism,mmu05322:Systemic lupus erythematosus,"
ENSMUST00000098346,"mannosidase 2, alpha 2(Man2a2)",Mus musculus,"mmu00510:N-Glycan biosynthesis,mmu00513:Various types of N-glycan biosynthesis,mmu01100:Metabolic pathways,"
ENSMUST00000038628,"mannosidase, alpha, class 1C, member 1(Man1c1)",Mus musculus,"mmu00510:N-Glycan biosynthesis,mmu00513:Various types of N-glycan biosynthesis,mmu01100:Metabolic pathways,mmu04141:Protein processing in endoplasmic reticulum,"
ENSMUST00000103027,"mannoside acetylglucosaminyltransferase 5, isoenzyme B(Mgat5b)",Mus musculus,"mmu00510:N-Glycan biosynthesis,mmu00515:Mannose type O-glycan biosynthesis,mmu01100:Metabolic pathways,"
ENSMUST00000031390,matrix metallopeptidase 17(Mmp17),Mus musculus,"mmu04928:Parathyroid hormone synthesis, secretion and action,"
ENSMUST00000034187,matrix metallopeptidase 2(Mmp2),Mus musculus,"mmu01522:Endocrine resistance,mmu04670:Leukocyte transendothelial migration,mmu04912:GnRH signaling pathway,mmu04915:Estrogen signaling pathway,mmu04926:Relaxin signaling pathway,mmu04933:AGE-RAGE signaling pathway in diabetic complications,mmu05200:Pathways in cancer,mmu05205:Proteoglycans in cancer,mmu05219:Bladder cancer,mmu05415:Diabetic cardiomyopathy,mmu05418:Fluid shear stress and atherosclerosis,"
ENSMUST00000029393,mediator complex subunit 12-like(Med12l),Mus musculus,"mmu04919:Thyroid hormone signaling pathway,"
ENSMUST00000022705,mediator complex subunit 4(Med4),Mus musculus,"mmu04919:Thyroid hormone signaling pathway,"
"ENSMUST00000055224, ENSMUST00000093769","membrane associated guanylate kinase, WW and PDZ domain containing 1(Magi1)",Mus musculus,"mmu04015:Rap1 signaling pathway,mmu04151:PI3K-Akt signaling pathway,mmu04530:Tight junction,mmu05165:Human papillomavirus infection,"
ENSMUST00000064371,"membrane associated guanylate kinase, WW and PDZ domain containing 3(Magi3)",Mus musculus,"mmu04015:Rap1 signaling pathway,"
ENSMUST00000229739,mercaptopyruvate sulfurtransferase(Mpst),Mus musculus,"mmu00270:Cysteine and methionine metabolism,mmu00920:Sulfur metabolism,mmu01100:Metabolic pathways,mmu04122:Sulfur relay system,"
ENSMUST00000043760,mevalonate kinase(Mvk),Mus musculus,"mmu00900:Terpenoid backbone biosynthesis,mmu01100:Metabolic pathways,mmu04146:Peroxisome,"
ENSMUST00000083521,microRNA 21a(Mir21a),Mus musculus,"mmu05205:Proteoglycans in cancer,mmu05206:MicroRNAs in cancer,"
ENSMUST00000083579,microRNA 26a-1(Mir26a-1),Mus musculus,"mmu05206:MicroRNAs in cancer,"
ENSMUST00000083609,microRNA 330(Mir330),Mus musculus,"mmu05206:MicroRNAs in cancer,"
ENSMUST00000184115,microRNA 7k(Mir7k),Mus musculus,"mmu05206:MicroRNAs in cancer,mmu05207:Chemical carcinogenesis - receptor activation,"
ENSMUST00000028005,microsomal glutathione S-transferase 3(Mgst3),Mus musculus,"mmu00480:Glutathione metabolism,mmu00980:Metabolism of xenobiotics by cytochrome P450,mmu00982:Drug metabolism - cytochrome P450,mmu00983:Drug metabolism - other enzymes,mmu01100:Metabolic pathways,mmu01524:Platinum drug resistance,mmu05200:Pathways in cancer,mmu05204:Chemical carcinogenesis - DNA adducts,mmu05207:Chemical carcinogenesis - receptor activation,mmu05208:Chemical carcinogenesis - reactive oxygen species,mmu05225:Hepatocellular carcinoma,mmu05418:Fluid shear stress and atherosclerosis,"
ENSMUST00000089669,mitogen-activated protein kinase 15(Mapk15),Mus musculus,"mmu04657:IL-17 signaling pathway,"
ENSMUST00000109179,mitogen-activated protein kinase 9(Mapk9),Mus musculus,"mmu01522:Endocrine resistance,mmu04010:MAPK signaling pathway,mmu04012:ErbB signaling pathway,mmu04014:Ras signaling pathway,mmu04024:cAMP signaling pathway,mmu04068:FoxO signaling pathway,mmu04071:Sphingolipid signaling pathway,mmu04137:Mitophagy - animal,mmu04140:Autophagy - animal,mmu04141:Protein processing in endoplasmic reticulum,mmu04210:Apoptosis,mmu04215:Apoptosis - multiple species,mmu04217:Necroptosis,mmu04310:Wnt signaling pathway,mmu04380:Osteoclast differentiation,mmu04510:Focal adhesion,mmu04530:Tight junction,mmu04620:Toll-like receptor signaling pathway,mmu04621:NOD-like receptor signaling pathway,mmu04622:RIG-I-like receptor signaling pathway,mmu04625:C-type lectin receptor signaling pathway,mmu04657:IL-17 signaling pathway,mmu04658:Th1 and Th2 cell differentiation,mmu04659:Th17 cell differentiation,mmu04660:T cell receptor signaling pathway,mmu04664:Fc epsilon RI signaling pathway,mmu04668:TNF signaling pathway,mmu04722:Neurotrophin signaling pathway,mmu04723:Retrograde endocannabinoid signaling,mmu04728:Dopaminergic synapse,mmu04750:Inflammatory mediator regulation of TRP channels,mmu04910:Insulin signaling pathway,mmu04912:GnRH signaling pathway,mmu04914:Progesterone-mediated oocyte maturation,mmu04917:Prolactin signaling pathway,mmu04920:Adipocytokine signaling pathway,mmu04926:Relaxin signaling pathway,mmu04930:Type II diabetes mellitus,mmu04931:Insulin resistance,mmu04932:Non-alcoholic fatty liver disease,mmu04933:AGE-RAGE signaling pathway in diabetic complications,mmu04935:Growth hormone synthesis, secretion and action,mmu04936:Alcoholic liver disease,mmu05010:Alzheimer disease,mmu05012:Parkinson disease,mmu05016:Huntington disease,mmu05017:Spinocerebellar ataxia,mmu05020:Prion disease,mmu05022:Pathways of neurodegeneration - multiple diseases,mmu05132:Salmonella infection,mmu05133:Pertussis,mmu05135:Yersinia infection,mmu05142:Chagas disease,mmu05145:Toxoplasmosis,mmu05152:Tuberculosis,mmu05161:Hepatitis B,mmu05162:Measles,mmu05166:Human T-cell leukemia virus 1 infection,mmu05167:Kaposi sarcoma-associated herpesvirus infection,mmu05169:Epstein-Barr virus infection,mmu05170:Human immunodeficiency virus 1 infection,mmu05171:Coronavirus disease - COVID-19,mmu05200:Pathways in cancer,mmu05208:Chemical carcinogenesis - reactive oxygen species,mmu05210:Colorectal cancer,mmu05212:Pancreatic cancer,mmu05231:Choline metabolism in cancer,mmu05415:Diabetic cardiomyopathy,mmu05417:Lipid and atherosclerosis,mmu05418:Fluid shear stress and atherosclerosis,"
ENSMUST00000042065,mitogen-activated protein kinase kinase kinase 13(Map3k13),Mus musculus,"mmu04010:MAPK signaling pathway,"
ENSMUST00000030677,mitogen-activated protein kinase kinase kinase 6(Map3k6),Mus musculus,"mmu04010:MAPK signaling pathway,"
ENSMUST00000037607,mitogen-activated protein kinase kinase kinase 7(Map3k7),Mus musculus,"mmu04010:MAPK signaling pathway,mmu04064:NF-kappa B signaling pathway,mmu04140:Autophagy - animal,mmu04152:AMPK signaling pathway,mmu04310:Wnt signaling pathway,mmu04380:Osteoclast differentiation,mmu04520:Adherens junction,mmu04613:Neutrophil extracellular trap formation,mmu04620:Toll-like receptor signaling pathway,mmu04621:NOD-like receptor signaling pathway,mmu04622:RIG-I-like receptor signaling pathway,mmu04657:IL-17 signaling pathway,mmu04660:T cell receptor signaling pathway,mmu04668:TNF signaling pathway,mmu04936:Alcoholic liver disease,mmu05132:Salmonella infection,mmu05135:Yersinia infection,mmu05140:Leishmaniasis,mmu05145:Toxoplasmosis,mmu05161:Hepatitis B,mmu05162:Measles,mmu05168:Herpes simplex virus 1 infection,mmu05169:Epstein-Barr virus infection,mmu05170:Human immunodeficiency virus 1 infection,mmu05171:Coronavirus disease - COVID-19,mmu05417:Lipid and atherosclerosis,mmu05418:Fluid shear stress and atherosclerosis,"
ENSMUST00000021922,msh homeobox 2(Msx2),Mus musculus,"mmu05166:Human T-cell leukemia virus 1 infection,"
ENSMUST00000055353,msh homeobox 3(Msx3),Mus musculus,"mmu05166:Human T-cell leukemia virus 1 infection,"
ENSMUST00000011152,mucolipin 2(Mcoln2),Mus musculus,"mmu04020:Calcium signaling pathway,"
ENSMUST00000217748,mucosal vascular addressin cell adhesion molecule 1(Madcam1),Mus musculus,"mmu04514:Cell adhesion molecules,mmu04672:Intestinal immune network for IgA production,"
ENSMUST00000041555,multivesicular body subunit 12B(Mvb12b),Mus musculus,"mmu04144:Endocytosis,"
ENSMUST00000092794,musashi RNA-binding protein 2(Msi2),Mus musculus,"mmu03015:mRNA surveillance pathway,"
ENSMUST00000111435,myelin protein zero-like 1(Mpzl1),Mus musculus,"mmu04514:Cell adhesion molecules,"
ENSMUST00000148059,"myeloid/lymphoid or mixed-lineage leukemia; translocated to, 3(Mllt3)",Mus musculus,"mmu03250:Viral life cycle - HIV-1,mmu05202:Transcriptional misregulation in cancer,"
"ENSMUST00000210005, ENSMUST00000019283",myo-inositol 1-phosphate synthase A1(Isyna1),Mus musculus,"mmu00562:Inositol phosphate metabolism,mmu01100:Metabolic pathways,"
ENSMUST00000107559,myocyte enhancer factor 2D(Mef2d),Mus musculus,"mmu04022:cGMP-PKG signaling pathway,mmu04371:Apelin signaling pathway,mmu04928:Parathyroid hormone synthesis, secretion and action,"
ENSMUST00000032910,"myosin light chain, phosphorylatable, fast skeletal muscle(Mylpf)",Mus musculus,"mmu04510:Focal adhesion,mmu04670:Leukocyte transendothelial migration,mmu04810:Regulation of actin cytoskeleton,mmu05132:Salmonella infection,"
ENSMUST00000016771,"myosin, heavy polypeptide 9, non-muscle(Myh9)",Mus musculus,"mmu04270:Vascular smooth muscle contraction,mmu04530:Tight junction,mmu04810:Regulation of actin cytoskeleton,"
ENSMUST00000196068,"myosin, light chain 10, regulatory(Myl10)",Mus musculus,"mmu04510:Focal adhesion,mmu04670:Leukocyte transendothelial migration,mmu04810:Regulation of actin cytoskeleton,mmu05132:Salmonella infection,"
ENSMUST00000038446,"myosin, light chain 12B, regulatory(Myl12b)",Mus musculus,"mmu04360:Axon guidance,mmu04510:Focal adhesion,mmu04530:Tight junction,mmu04611:Platelet activation,mmu04670:Leukocyte transendothelial migration,mmu04810:Regulation of actin cytoskeleton,mmu05132:Salmonella infection,"
ENSMUST00000102921,"myosin, light polypeptide 7, regulatory(Myl7)",Mus musculus,"mmu04510:Focal adhesion,mmu04670:Leukocyte transendothelial migration,mmu04810:Regulation of actin cytoskeleton,mmu05132:Salmonella infection,"
ENSMUST00000088552,"myosin, light polypeptide 9, regulatory(Myl9)",Mus musculus,"mmu04022:cGMP-PKG signaling pathway,mmu04024:cAMP signaling pathway,mmu04270:Vascular smooth muscle contraction,mmu04360:Axon guidance,mmu04510:Focal adhesion,mmu04530:Tight junction,mmu04670:Leukocyte transendothelial migration,mmu04810:Regulation of actin cytoskeleton,mmu04921:Oxytocin signaling pathway,mmu05132:Salmonella infection,"
ENSMUST00000028970,"myosin, light polypeptide kinase 2, skeletal muscle(Mylk2)",Mus musculus,"mmu04020:Calcium signaling pathway,mmu04022:cGMP-PKG signaling pathway,mmu04270:Vascular smooth muscle contraction,mmu04371:Apelin signaling pathway,mmu04510:Focal adhesion,mmu04611:Platelet activation,mmu04810:Regulation of actin cytoskeleton,mmu04921:Oxytocin signaling pathway,mmu04971:Gastric acid secretion,"
ENSMUST00000023538,"myosin, light polypeptide kinase(Mylk)",Mus musculus,"mmu04020:Calcium signaling pathway,mmu04022:cGMP-PKG signaling pathway,mmu04270:Vascular smooth muscle contraction,mmu04371:Apelin signaling pathway,mmu04510:Focal adhesion,mmu04611:Platelet activation,mmu04810:Regulation of actin cytoskeleton,mmu04921:Oxytocin signaling pathway,mmu04971:Gastric acid secretion,"
"ENSMUST00000211113, ENSMUST00000034086",naked cuticle 1(Nkd1),Mus musculus,"mmu04310:Wnt signaling pathway,mmu04390:Hippo signaling pathway,"
ENSMUST00000029540,natriuretic peptide receptor 1(Npr1),Mus musculus,"mmu00230:Purine metabolism,mmu01100:Metabolic pathways,mmu04022:cGMP-PKG signaling pathway,mmu04024:cAMP signaling pathway,mmu04270:Vascular smooth muscle contraction,mmu04714:Thermogenesis,mmu04921:Oxytocin signaling pathway,mmu04923:Regulation of lipolysis in adipocytes,mmu04924:Renin secretion,mmu04925:Aldosterone synthesis and secretion,"
ENSMUST00000027449,natriuretic peptide type C(Nppc),Mus musculus,"mmu04022:cGMP-PKG signaling pathway,mmu04270:Vascular smooth muscle contraction,mmu05418:Fluid shear stress and atherosclerosis,"
ENSMUST00000068664,neogenin(Neo1),Mus musculus,"mmu04350:TGF-beta signaling pathway,mmu04360:Axon guidance,mmu04514:Cell adhesion molecules,"
"ENSMUST00000108674, ENSMUST00000021284",netrin 1(Ntn1),Mus musculus,"mmu04360:Axon guidance,"
ENSMUST00000020204,netrin 4(Ntn4),Mus musculus,"mmu04360:Axon guidance,"
"ENSMUST00000048455, ENSMUST00000177689",netrin G2(Ntng2),Mus musculus,"mmu04360:Axon guidance,mmu04514:Cell adhesion molecules,"
ENSMUST00000239409,neuregulin 2(Nrg2),Mus musculus,"mmu01521:EGFR tyrosine kinase inhibitor resistance,mmu04012:ErbB signaling pathway,mmu05014:Amyotrophic lateral sclerosis,"
ENSMUST00000172466,neurexin I(Nrxn1),Mus musculus,"mmu04514:Cell adhesion molecules,"
"ENSMUST00000113459, ENSMUST00000137166",neurexin II(Nrxn2),Mus musculus,"mmu04514:Cell adhesion molecules,"
ENSMUST00000056290,neurofibromin 2(Nf2),Mus musculus,"mmu04390:Hippo signaling pathway,mmu04392:Hippo signaling pathway - multiple species,mmu04530:Tight junction,"
ENSMUST00000022639,"neurofilament, light polypeptide(Nefl)",Mus musculus,"mmu05014:Amyotrophic lateral sclerosis,mmu05022:Pathways of neurodegeneration - multiple diseases,"
ENSMUST00000041099,neurogenic differentiation 1(Neurod1),Mus musculus,"mmu04950:Maturity onset diabetes of the young,"
ENSMUST00000088029,neuromedin S(Nms),Mus musculus,"mmu04080:Neuroactive ligand-receptor interaction,"
ENSMUST00000037682,neuromedin U receptor 2(Nmur2),Mus musculus,"mmu04080:Neuroactive ligand-receptor interaction,"
ENSMUST00000031146,neuromedin U(Nmu),Mus musculus,"mmu04080:Neuroactive ligand-receptor interaction,"
ENSMUST00000029084,neurotensin receptor 1(Ntsr1),Mus musculus,"mmu04020:Calcium signaling pathway,mmu04080:Neuroactive ligand-receptor interaction,"
ENSMUST00000058879,neurotrophin 5(Ntf5),Mus musculus,"mmu04010:MAPK signaling pathway,mmu04014:Ras signaling pathway,mmu04151:PI3K-Akt signaling pathway,mmu04722:Neurotrophin signaling pathway,"
ENSMUST00000142742,"nitric oxide synthase 1, neuronal(Nos1)",Mus musculus,"mmu00220:Arginine biosynthesis,mmu00330:Arginine and proline metabolism,mmu01100:Metabolic pathways,mmu04020:Calcium signaling pathway,mmu04145:Phagosome,mmu04371:Apelin signaling pathway,mmu04713:Circadian entrainment,mmu04730:Long-term depression,mmu04926:Relaxin signaling pathway,mmu04970:Salivary secretion,mmu05010:Alzheimer disease,mmu05014:Amyotrophic lateral sclerosis,mmu05022:Pathways of neurodegeneration - multiple diseases,"
ENSMUST00000049339,nodal(Nodal),Mus musculus,"mmu04060:Cytokine-cytokine receptor interaction,mmu04350:TGF-beta signaling pathway,mmu04550:Signaling pathways regulating pluripotency of stem cells,"
ENSMUST00000061728,noggin(Nog),Mus musculus,"mmu04350:TGF-beta signaling pathway,"
"ENSMUST00000109697, ENSMUST00000130870",nonagouti(a),Mus musculus,"mmu04916:Melanogenesis,"
